2022,9,20,4126
2012,2,1,4124
2013,10,5,4123
2012,3,22,4121
2016,1,20,4119
2019,11,29,4119
2018,11,11,4116
2019,6,9,4114
2021,7,9,4110
2022,9,11,4110
2017,4,16,4107
2013,8,28,4103
2021,9,22,4103
2019,1,30,4098
2015,9,24,4097
2022,1,13,4095
2013,8,13,4093
2018,8,17,4092
2014,4,19,4090
2021,4,16,4090
2021,10,25,4089
2013,7,3,4088
2015,9,4,4085
2018,2,12,4085
2019,7,17,4085
2020,6,16,4085
2021,6,2,4085
2017,8,21,4084
2012,7,9,4083
2022,9,28,4083
2016,8,3,4081
2021,4,14,4079
2018,7,28,4078
2013,8,12,4075
2022,1,14,4074
2021,5,25,4072
2015,10,25,4070
2013,6,22,4066
2016,10,11,4065
2013,9,6,4062
2016,4,10,4058
2016,12,4,4056
2022,6,23,4055
2014,7,7,4053
2017,7,30,4050
2020,6,19,4049
2019,9,12,4048
2019,8,31,4047
2015,7,5,4043
2020,6,14,4035
2012,7,10,4034
2021,3,13,4034
2015,4,12,4031
2014,4,29,4027
2018,10,20,4027
2017,2,24,4025
2022,9,6,4025
2021,2,25,4024
2019,6,17,4023
2021,6,7,4023
2017,5,30,4022
2013,6,30,4016
2013,1,9,4015
2012,8,6,4014
2020,5,13,4013
2019,2,14,4010
2020,6,17,4008
2022,6,30,4007
2022,7,24,4005
2017,7,22,4004
2014,8,8,4003
2015,7,15,4001
2013,8,7,4000
2020,3,3,4000
2022,4,18,3999
2018,7,4,3997
2016,2,23,3994
2015,4,19,3993
2012,4,13,3990
2013,1,15,3988
2019,9,10,3987
2020,2,5,3983
2018,4,30,3977
2014,10,2,3974
2021,9,3,3973
2019,5,6,3971
2017,9,9,3967
2015,5,5,3965
2021,8,11,3965
2021,5,14,3964
2015,8,29,3963
2017,6,25,3962
2018,8,1,3962
2021,1,23,3961
2014,7,31,3958
2016,1,19,3954
2015,3,27,3950
2016,3,7,3947
2017,1,5,3947
2017,1,25,3938
2022,5,16,3938
2022,4,8,3937
2021,7,28,3934
2022,6,3,3932
2012,4,30,3931
2014,12,29,3922
2021,5,15,3922
2015,11,21,3919
2012,5,14,3918
2014,11,3,3918
2020,1,21,3916
2018,11,18,3915
2015,4,25,3913
2020,2,12,3912
2020,11,12,3910
2020,3,31,3909
2021,10,5,3909
2016,10,10,3908
2019,1,23,3903
2014,5,1,3900
2012,6,23,3899
2022,5,29,3899
2016,6,23,3897
2014,4,26,3896
2021,10,20,3895
2014,6,30,3894
2018,5,31,3892
2012,1,28,3891
2015,2,6,3890
2014,8,10,3888
2019,11,10,3884
2012,8,18,3882
2016,7,10,3882
2022,9,21,3881
2017,5,1,3880
2021,11,7,3879
2017,5,13,3871
2012,3,18,3870
2012,8,3,3864
2012,9,12,3861
2022,1,12,3861
2022,7,21,3853
2019,4,25,3847
2022,2,17,3847
2022,6,6,3846
2014,8,14,3841
2019,4,27,3838
2012,3,21,3835
2016,7,7,3833
2022,10,1,3829
2013,3,4,3825
2016,7,21,3824
2022,4,19,3822
2021,10,4,3821
2019,7,26,3820
2013,11,23,3819
2015,9,17,3819
2018,10,18,3818
2015,6,14,3815
2018,3,19,3813
2015,9,9,3811
2021,3,26,3808
2016,11,28,3807
2013,1,11,3806
2012,11,18,3804
2021,6,3,3801
2012,8,2,3799
2022,8,26,3799
2020,11,3,3797
2022,5,11,3796
2018,1,30,3795
2017,9,6,3794
2014,12,28,3793
2016,6,14,3793
2018,6,13,3792
2019,7,13,3790
2012,10,17,3787
2015,3,24,3786
2012,4,22,3781
2012,6,29,3774
2019,1,9,3770
2016,6,18,3768
2021,5,16,3767
2015,9,8,3766
2017,5,4,3763
2013,11,19,3761
2015,7,23,3760
2021,6,10,3759
2022,4,29,3754
2019,10,8,3747
2014,10,10,3746
2017,6,10,3746
2016,8,18,3744
2015,3,26,3743
2012,1,15,3740
2013,11,30,3740
2016,4,14,3740
2016,7,13,3740
2014,11,1,3739
2018,7,1,3739
2020,7,13,3738
2017,2,4,3735
2020,8,31,3733
2021,3,15,3729
2021,4,30,3725
2015,8,16,3721
2016,4,9,3721
2012,11,29,3719
2015,5,1,3718
2012,9,4,3716
2016,5,19,3716
2015,6,2,3715
2020,2,1,3713
2013,5,11,3711
2022,7,27,3708
2013,2,17,3707
2017,9,8,3707
2020,9,6,3706
2013,7,29,3705
2019,8,22,3704
2021,9,8,3693
2021,9,18,3687
2013,6,11,3686
2014,2,7,3681
2021,3,25,3679
2016,12,28,3677
2012,5,17,3674
2012,11,23,3672
2019,12,25,3671
2016,10,9,3669
2019,2,22,3668
2022,6,8,3668
2019,11,7,3667
2018,6,16,3666
2012,8,25,3665
2020,6,27,3660
2022,9,25,3659
2015,2,24,3656
2015,2,4,3649
2021,12,2,3649
2019,5,19,3648
2012,3,2,3647
2021,7,27,3647
2013,9,8,3644
2015,5,25,3642
2021,9,11,3638
2015,5,31,3637
2019,5,2,3635
2022,7,25,3633
2018,5,12,3626
2013,9,9,3625
2020,10,26,3624
2022,9,15,3624
2016,6,10,3621
2017,11,24,3619
2018,7,13,3616
2019,2,21,3615
2017,10,28,3612
2014,7,16,3608
2016,8,31,3608
2019,6,16,3608
2018,10,29,3606
2021,9,12,3605
2017,5,20,3601
2013,4,21,3596
2014,6,27,3595
2018,9,19,3595
2021,8,17,3595
2016,6,28,3593
2016,11,11,3587
2021,3,22,3585
2021,10,14,3585
2012,6,22,3582
2020,7,18,3580
2018,4,23,3577
2014,1,11,3575
2016,9,16,3572
2022,1,30,3571
2022,9,10,3570
2015,10,31,3569
2020,8,10,3567
2016,8,14,3566
2019,7,21,3562
2016,12,29,3560
2016,3,16,3556
2022,5,6,3555
2016,10,15,3554
2012,9,25,3551
2014,9,11,3549
2018,9,9,3548
2017,12,28,3547
2018,5,28,3546
2014,2,21,3536
2017,3,31,3536
2014,4,24,3532
2014,9,28,3532
2017,4,27,3527
2016,1,30,3526
2018,6,20,3526
2022,3,7,3522
2017,3,30,3518
2022,8,18,3512
2021,8,29,3508
2016,9,29,3507
2018,8,14,3506
2014,11,12,3505
2016,6,30,3505
2014,10,3,3502
2014,7,4,3499
2018,5,27,3498
2017,5,27,3497
2013,3,18,3495
2013,8,29,3495
2020,8,23,3495
2020,8,24,3495
2016,4,21,3494
2016,6,15,3491
2017,8,23,3489
2014,10,21,3487
2020,1,18,3486
2017,1,2,3485
2013,10,12,3479
2020,2,8,3478
2019,8,9,3477
2017,4,15,3475
2020,9,24,3474
2021,7,12,3472
2013,5,30,3470
2020,3,30,3467
2019,4,28,3466
2013,5,16,3465
2021,11,2,3465
2017,2,13,3464
2022,5,25,3459
2018,3,15,3454
2021,8,18,3452
2018,11,22,3451
2017,6,2,3450
2018,10,7,3445
2016,3,4,3442
2014,9,25,3440
2022,5,23,3438
2015,8,1,3435
2015,7,16,3433
2019,5,31,3430
2016,7,26,3429
2014,10,4,3427
2012,8,8,3426
2014,12,3,3425
2019,9,26,3424
2021,8,8,3423
2016,7,28,3422
2021,8,7,3418
2022,5,26,3413
2022,5,20,3408
2022,5,30,3405
2020,4,30,3403
2019,5,1,3402
2014,12,6,3400
2016,10,31,3400
2020,4,2,3400
2015,10,4,3396
2019,4,14,3395
2015,9,15,3391
2020,6,29,3388
2015,9,21,3386
2014,12,13,3384
2013,10,24,3373
2018,2,9,3373
2020,8,4,3372
2014,9,16,3371
2015,8,4,3370
2022,9,9,3369
2018,9,15,3366
2012,7,18,3361
2019,4,3,3361
2016,5,1,3359
2016,4,25,3358
2014,2,11,3356
2018,1,19,3355
2014,5,31,3354
2012,10,3,3351
2015,8,9,3347
2021,5,1,3344
2021,10,22,3344
2020,4,29,3342
2019,9,24,3341
2021,7,4,3341
2012,10,1,3339
2022,6,19,3339
2022,9,26,3337
2017,6,30,3336
2016,7,4,3335
2020,10,22,3335
2018,9,2,3334
2015,5,22,3332
2018,2,11,3332
2020,12,31,3331
2015,8,3,3329
2022,7,2,3328
2021,10,12,3326
2013,6,13,3325
2020,10,13,3325
2017,3,4,3324
2015,4,5,3323
2019,8,6,3322
2014,10,11,3321
2022,3,5,3319
2021,8,12,3317
2018,8,21,3316
2022,8,30,3309
2020,2,29,3306
2018,3,16,3305
2019,3,9,3303
2017,5,31,3300
2016,6,26,3299
2013,1,13,3298
2022,10,3,3298
2021,4,12,3296
2013,8,15,3294
2014,9,18,3292
2019,7,22,3292
2022,3,13,3291
2018,8,2,3287
2016,3,23,3285
2019,6,19,3284
2014,2,27,3281
2021,8,19,3280
2013,5,24,3279
2016,8,28,3278
2016,3,5,3277
2018,8,20,3277
2012,10,29,3276
2018,8,8,3275
2015,4,13,3274
2012,3,7,3271
2019,6,10,3270
2012,1,13,3269
2018,3,28,3268
2021,9,23,3268
2017,11,6,3267
2020,3,13,3267
2018,11,12,3266
2012,3,8,3263
2021,4,27,3263
2012,4,8,3261
2013,9,14,3260
2015,9,22,3260
2020,8,6,3254
2015,3,19,3249
2014,9,12,3247
2022,1,5,3241
2018,9,23,3240
2012,10,7,3239
2018,1,25,3238
2018,2,26,3238
2021,8,16,3236
2017,10,16,3231
2017,4,4,3229
2018,10,31,3229
2019,6,26,3227
2012,5,20,3225
2017,9,15,3225
2017,11,12,3225
2012,6,3,3223
2021,4,8,3222
2020,7,9,3221
2022,1,17,3220
2012,6,14,3218
2012,8,12,3218
2016,2,10,3214
2022,3,15,3214
2012,2,19,3212
2017,3,27,3210
2012,7,4,3208
2020,7,23,3208
2020,8,5,3208
2021,10,17,3207
2022,8,23,3204
2014,1,19,3203
2015,6,17,3199
2017,8,3,3199
2022,3,4,3196
2018,11,17,3195
2014,10,16,3193
2014,8,24,3192
2012,8,5,3191
2013,5,9,3190
2016,1,15,3190
2019,5,18,3188
2018,7,12,3187
2013,10,4,3184
2017,2,7,3182
2017,8,8,3181
2021,12,4,3181
2018,2,28,3174
2012,2,29,3172
2016,4,8,3171
2016,12,26,3171
2015,10,9,3170
2017,11,28,3170
2022,6,28,3170
2012,6,1,3169
2019,2,11,3169
2014,10,28,3168
2021,3,31,3166
2015,1,16,3162
2016,10,17,3160
2018,7,30,3160
2021,1,22,3158
2014,5,26,3156
2017,6,23,3156
2014,9,15,3155
2022,6,29,3155
2015,7,6,3153
2016,7,16,3153
2018,9,1,3152
2016,3,29,3149
2016,5,7,3145
2014,5,22,3144
2019,11,28,3142
2021,9,19,3142
2012,8,16,3140
2022,7,30,3140
2013,5,29,3138
2022,2,10,3136
2022,2,24,3136
2015,8,11,3134
2016,6,19,3134
2014,10,9,3133
2015,8,10,3133
2019,8,10,3133
2021,8,1,3133
2022,7,12,3131
2022,2,2,3126
2021,9,10,3122
2018,6,5,3121
2021,7,3,3119
2014,9,24,3118
2019,5,3,3118
2013,10,25,3116
2014,2,22,3116
2020,6,4,3115
2015,1,24,3114
2020,3,12,3109
2018,5,26,3104
2015,9,11,3102
2016,9,7,3099
2012,5,18,3097
2017,9,16,3097
2022,3,21,3097
2022,8,25,3096
2015,2,21,3095
2012,6,26,3093
2021,8,15,3092
2015,7,14,3091
2014,2,25,3088
2020,3,11,3088
2013,4,28,3085
2015,7,27,3082
2020,7,14,3080
2020,11,22,3075
2018,1,7,3074
2013,6,18,3072
2020,2,26,3072
2012,9,20,3070
2013,11,13,3070
2015,5,24,3070
2012,3,20,3067
2012,6,27,3065
2017,12,1,3065
2016,12,1,3063
2020,12,12,3061
2019,1,8,3060
2016,7,24,3059
2018,2,15,3057
2013,10,30,3056
2012,7,12,3055
2014,10,7,3054
2012,12,8,3052
2022,2,1,3050
2019,2,6,3049
2017,5,6,3047
2012,8,23,3043
2020,4,27,3037
2019,8,3,3036
2018,8,22,3034
2012,6,10,3030
2013,7,31,3022
2018,2,27,3022
2013,4,15,3020
2014,10,31,3018
2015,4,1,3013
2016,8,19,3011
2021,7,30,3011
2017,3,28,3009
2019,2,4,3007
2018,8,15,3005
2022,4,28,3005
2012,2,16,3003
2018,9,17,2999
2021,7,25,2999
2015,6,26,2996
2013,9,19,2995
2018,2,1,2995
2021,2,6,2993
2015,6,1,2990
2017,1,3,2989
2015,7,12,2988
2019,1,4,2984
2018,9,14,2979
2014,8,27,2978
2013,1,24,2972
2014,9,14,2972
2014,9,13,2971
2019,10,24,2971
2019,3,5,2969
2019,12,3,2968
2018,8,19,2963
2017,5,3,2962
2014,9,6,2958
2013,9,12,2955
2020,7,27,2949
2022,7,20,2948
2015,6,28,2946
2021,5,28,2946
2016,2,14,2944
2017,7,23,2942
2014,9,3,2938
2017,7,26,2938
2019,10,15,2938
2012,12,10,2937
2014,11,29,2935
2015,2,3,2935
2022,4,5,2935
2016,6,22,2934
2017,9,29,2933
2019,3,14,2931
2014,10,6,2929
2021,11,17,2929
2020,10,14,2926
2020,6,10,2924
2021,7,10,2924
2021,6,29,2920
2018,3,4,2919
2019,3,23,2919
2014,12,30,2915
2020,6,12,2915
2017,6,27,2912
2013,3,17,2911
2015,5,3,2911
2017,10,20,2911
2014,5,20,2909
2021,2,5,2907
2018,11,26,2906
2019,8,4,2905
2012,1,27,2904
2021,10,30,2902
2013,4,10,2900
2013,3,2,2895
2012,12,18,2894
2016,5,2,2894
2012,8,13,2893
2017,6,8,2892
2021,4,10,2890
2013,3,29,2889
2013,4,22,2888
2022,4,11,2888
2021,10,3,2882
2014,3,24,2881
2014,9,5,2881
2013,4,25,2879
2017,1,28,2879
2019,6,15,2879
2022,9,19,2879
2017,8,7,2878
2020,3,14,2876
2019,9,7,2874
2019,6,14,2872
2021,10,13,2872
2022,4,6,2868
2018,3,6,2866
2017,4,29,2865
2019,1,28,2864
2012,4,26,2863
2015,12,29,2861
2016,9,9,2861
2017,3,22,2859
2021,3,23,2859
2017,9,18,2855
2016,10,13,2854
2012,5,19,2852
2017,3,24,2852
2020,7,7,2843
2020,10,6,2842
2020,10,7,2841
2022,7,23,2840
2018,2,6,2839
2017,5,12,2837
2013,10,7,2830
2014,3,17,2830
2019,4,2,2830
2016,3,12,2826
2016,5,25,2825
2014,3,26,2824
2018,4,2,2818
2017,4,17,2817
2015,1,2,2812
2019,6,13,2812
2013,6,12,2811
2019,10,28,2810
2012,5,1,2807
2013,3,28,2807
2022,9,5,2807
2012,6,11,2806
2015,4,4,2801
2015,9,23,2801
2012,8,1,2800
2016,11,6,2800
2018,2,5,2800
2022,8,2,2800
2020,1,10,2799
2015,9,13,2797
2021,4,9,2796
2014,9,1,2794
2016,5,17,2794
2022,6,9,2793
2020,9,9,2792
2022,9,22,2792
2018,6,7,2790
2013,12,17,2786
2014,5,29,2786
2014,4,4,2785
2016,2,25,2783
2019,3,10,2783
2014,8,21,2781
2018,2,17,2781
2013,3,13,2779
2014,6,2,2777
2014,10,5,2777
2021,10,31,2776
2014,3,5,2775
2016,6,4,2775
2012,12,4,2774
2015,9,20,2773
2013,8,5,2768
2017,9,11,2767
2014,11,30,2765
2017,9,17,2765
2014,10,25,2764
2013,7,27,2763
2012,4,3,2762
2017,8,9,2762
2018,1,10,2762
2020,7,3,2762
2015,7,20,2756
2014,8,5,2755
2013,11,14,2753
2013,9,24,2752
2018,9,6,2751
2012,7,14,2750
2017,9,5,2749
2019,12,4,2749
2013,7,2,2748
2018,2,2,2748
2015,8,20,2747
2018,12,14,2744
2020,12,25,2744
2018,6,17,2743
2015,6,12,2740
2013,3,27,2738
2012,10,21,2736
2020,8,21,2736
2017,1,19,2735
2015,4,24,2734
2014,5,27,2733
2021,11,21,2733
2018,3,20,2731
2019,5,26,2730
2018,5,16,2729
2019,12,2,2728
2016,9,6,2727
2012,10,20,2723
2018,1,26,2723
2019,9,25,2722
2019,8,27,2721
2013,10,11,2720
2021,3,6,2720
2020,2,11,2719
2014,1,9,2708
2014,2,2,2708
2016,11,13,2707
2018,8,27,2706
2019,11,3,2706
2017,12,11,2695
2019,10,9,2694
2021,3,11,2693
2019,4,26,2690
2014,12,25,2688
2014,4,28,2687
2014,3,10,2686
2013,3,11,2684
2013,5,10,2683
2014,8,1,2683
2019,5,8,2682
2022,4,23,2680
2013,8,25,2678
2016,11,5,2677
2020,6,6,2677
2021,7,11,2676
2016,1,28,2675
2012,7,7,2674
2022,5,3,2674
2014,11,18,2673
2017,3,5,2671
2020,6,30,2671
2018,5,4,2664
2021,6,17,2664
2012,6,2,2662
2015,10,8,2657
2021,10,29,2657
2013,4,12,2656
2019,3,7,2655
2021,2,22,2655
2012,7,31,2653
2012,10,18,2650
2018,10,26,2650
2016,1,6,2647
2017,11,29,2647
2020,1,15,2647
2022,6,24,2646
2017,7,15,2645
2021,8,23,2645
2019,6,2,2643
2021,11,13,2642
2021,11,28,2642
2015,10,26,2640
2015,1,23,2638
2015,1,30,2636
2018,6,8,2634
2012,9,15,2631
2020,7,15,2630
2017,4,21,2624
2018,4,1,2624
2020,8,25,2619
2017,8,22,2617
2019,9,29,2613
2019,6,4,2611
2019,6,7,2610
2017,1,24,2609
2017,8,11,2609
2019,12,1,2609
2014,5,30,2608
2015,3,30,2608
2017,7,29,2605
2019,10,5,2602
2017,11,1,2601
2017,2,28,2600
2021,3,18,2598
2012,3,14,2597
2012,11,10,2596
2016,8,21,2595
2021,8,13,2595
2012,8,7,2591
2020,3,28,2590
2016,10,4,2588
2020,9,22,2587
2013,5,8,2585
2016,9,24,2585
2019,2,19,2583
2017,12,18,2581
2022,2,22,2580
2022,4,13,2580
2022,7,28,2577
2019,4,23,2573
2018,5,29,2572
2020,7,8,2566
2021,8,27,2563
2018,8,28,2562
2017,8,20,2559
2022,8,15,2559
2018,3,27,2558
2018,12,19,2556
2013,5,20,2554
2016,6,11,2554
2020,10,19,2554
2022,4,14,2553
2014,2,13,2551
2015,11,22,2551
2017,2,17,2549
2013,11,3,2543
2012,10,13,2541
2018,9,16,2540
2017,4,30,2538
2016,9,21,2536
2013,12,29,2531
2016,4,3,2529
2012,5,31,2528
2013,6,16,2526
2017,9,20,2522
2012,5,2,2520
2012,12,11,2519
2019,6,12,2516
2012,4,14,2513
2019,6,18,2512
2015,3,5,2511
2014,1,14,2509
2013,12,9,2506
2019,7,30,2506
2013,3,30,2504
2017,1,13,2504
2018,3,23,2502
2021,9,2,2502
2013,12,26,2501
2017,8,30,2501
2012,8,15,2500
2015,10,28,2500
2021,8,2,2500
2012,9,28,2497
2013,1,1,2496
2022,3,30,2496
2017,9,4,2495
2017,10,22,2495
2016,12,14,2494
2016,2,9,2493
2013,1,27,2491
2014,4,12,2491
2021,12,26,2491
2014,2,4,2490
2017,2,16,2490
2012,6,16,2489
2014,3,19,2489
2013,3,12,2488
2013,4,8,2488
2015,7,2,2487
2017,8,14,2487
2019,6,23,2487
2020,10,8,2486
2013,2,1,2482
2014,11,24,2482
2012,9,17,2478
2017,11,10,2477
2012,5,7,2475
2019,10,13,2475
2013,2,14,2474
2015,12,9,2473
2020,9,8,2472
2018,11,1,2471
2021,2,10,2471
2014,2,20,2469
2017,1,11,2468
2020,11,2,2465
2022,9,29,2465
2017,4,14,2463
2020,12,24,2462
2017,3,23,2458
2021,11,5,2456
2017,11,25,2442
2018,11,13,2442
2019,3,19,2439
2013,9,18,2438
2013,8,30,2437
2017,4,13,2437
2022,8,24,2437
2021,3,1,2436
2020,3,20,2434
2016,3,3,2429
2015,11,23,2428
2012,11,2,2427
2016,4,4,2426
2017,8,29,2426
2020,12,15,2420
2022,7,22,2418
2014,2,24,2417
2017,4,20,2415
2013,12,6,2414
2017,11,5,2413
2015,5,10,2412
2016,2,2,2412
2016,7,15,2411
2021,10,16,2410
2022,3,10,2410
2017,7,19,2409
2020,8,28,2408
2018,8,11,2405
2013,8,14,2402
2019,11,11,2398
2019,5,9,2396
2014,10,17,2395
2012,1,14,2394
2012,6,21,2393
2020,10,25,2391
2021,3,14,2389
2017,11,19,2383
2018,5,11,2383
2014,12,24,2382
2015,8,5,2380
2019,9,27,2379
2018,8,18,2378
2018,2,21,2376
2017,1,23,2368
2017,7,28,2367
2013,4,11,2366
2016,8,22,2362
2021,11,14,2362
2013,2,5,2361
2013,3,16,2359
2016,11,26,2356
2015,1,8,2353
2013,10,9,2350
2021,2,3,2349
2013,9,27,2347
2019,8,28,2347
2014,3,3,2346
2021,11,1,2346
2019,3,4,2345
2019,10,1,2345
2018,4,4,2344
2013,5,12,2343
2012,12,5,2342
2020,2,7,2342
2012,10,30,2340
2012,12,3,2339
2013,6,23,2338
2022,9,1,2334
2018,9,8,2333
2017,9,7,2332
2014,2,18,2331
2015,9,5,2331
2018,1,18,2331
2020,12,27,2331
2015,11,20,2330
2012,7,16,2328
2014,10,20,2327
2022,4,27,2327
2015,8,23,2326
2021,8,20,2322
2012,7,2,2319
2020,11,19,2317
2012,9,10,2313
2012,5,10,2312
2012,4,18,2310
2019,11,16,2309
2021,3,17,2309
2021,5,23,2309
2012,4,19,2306
2016,4,1,2305
2019,2,3,2301
2014,1,2,2300
2020,5,10,2300
2012,12,1,2299
2022,3,8,2297
2012,9,21,2295
2016,3,15,2295
2016,12,22,2295
2014,3,25,2293
2016,8,2,2292
2013,11,2,2286
2012,3,17,2283
2019,9,28,2283
2013,9,11,2282
2012,2,14,2279
2017,10,12,2279
2013,11,22,2272
2017,2,23,2270
2012,11,8,2269
2018,10,23,2269
2021,6,28,2267
2017,3,17,2266
2014,3,20,2265
2022,8,17,2265
2022,9,8,2262
2012,8,29,2261
2013,5,21,2260
2014,11,5,2254
2017,9,21,2252
2019,9,22,2251
2012,3,4,2247
2012,8,21,2246
2012,11,3,2241
2015,9,3,2240
2014,7,19,2237
2013,1,30,2236
2018,5,25,2232
2013,8,23,2228
2016,8,27,2228
2019,9,23,2227
2017,9,26,2221
2018,7,29,2220
2016,10,14,2218
2018,3,10,2213
2015,12,23,2212
2016,4,15,2211
2016,10,1,2202
2019,2,10,2201
2015,7,13,2199
2012,9,24,2198
2013,3,20,2198
2019,9,3,2197
2012,6,8,2196
2020,7,4,2195
2022,1,9,2195
2014,12,27,2193
2017,11,16,2193
2012,4,23,2190
2016,9,4,2187
2018,9,12,2187
2016,11,9,2186
2022,8,22,2185
2016,11,10,2184
2020,9,4,2183
2014,12,19,2182
2013,11,21,2179
2021,8,5,2178
2020,11,13,2177
2020,7,25,2176
2017,7,11,2175
2018,2,4,2174
2018,12,7,2174
2017,5,15,2171
2016,4,7,2167
2018,10,30,2167
2012,4,25,2166
2013,1,26,2164
2013,4,24,2161
2015,8,21,2161
2020,9,7,2161
2014,8,29,2159
2012,9,26,2155
2020,10,9,2150
2018,12,17,2146
2021,3,21,2143
2016,2,28,2137
2017,3,20,2136
2012,7,6,2135
2012,10,2,2133
2017,10,9,2128
2016,8,20,2125
2015,8,30,2123
2020,9,2,2123
2022,4,4,2121
2022,9,12,2120
2019,10,23,2119
2021,6,21,2119
2022,5,2,2116
2012,4,27,2115
2017,9,30,2115
2014,5,8,2114
2013,1,31,2111
2013,3,19,2111
2016,12,20,2111
2017,6,29,2111
2020,8,13,2108
2015,10,15,2107
2021,1,5,2107
2020,8,16,2106
2020,6,11,2101
2019,10,20,2098
2014,4,27,2097
2014,3,27,2096
2017,3,6,2096
2022,1,20,2095
2012,12,16,2094
2014,5,2,2094
2016,10,6,2092
2014,4,22,2091
2022,8,16,2090
2019,1,27,2089
2015,12,7,2087
2013,6,20,2086
2020,9,11,2085
2019,9,6,2083
2020,10,23,2083
2017,10,2,2081
2015,9,16,2079
2019,2,13,2079
2015,5,8,2078
2020,2,25,2075
2021,6,27,2075
2013,5,14,2073
2015,3,1,2071
2021,6,18,2071
2018,10,25,2070
2017,12,27,2068
2016,6,29,2062
2014,5,24,2060
2014,5,23,2059
2014,3,14,2058
2016,9,28,2056
2013,10,27,2050
2014,4,23,2049
2020,12,8,2048
2015,10,6,2047
2014,6,4,2044
2022,5,15,2043
2021,6,20,2041
2013,12,24,2038
2012,5,4,2037
2016,12,7,2037
2018,8,12,2037
2014,10,8,2036
2021,5,20,2035
2016,1,14,2033
2019,10,10,2033
2020,12,1,2032
2016,9,2,2031
2021,8,31,2023
2016,5,21,2021
2018,4,15,2020
2013,10,20,2019
2018,10,5,2017
2021,9,13,2017
2014,9,4,2016
2018,4,29,2012
2012,6,7,2011
2012,9,16,2011
2019,5,29,2011
2016,9,10,2010
2018,4,28,2009
2018,4,13,2008
2021,8,21,2007
2015,8,25,2003
2012,8,24,2001
2020,12,19,1999
2015,2,20,1997
2022,9,3,1995
2019,3,18,1993
2017,4,24,1990
2019,1,2,1988
2017,12,15,1985
2013,12,19,1982
2016,2,29,1980
2021,5,21,1979
2016,9,5,1978
2020,11,10,1975
2019,2,2,1973
2019,6,25,1973
2017,10,15,1970
2017,5,29,1967
2014,2,10,1963
2013,10,16,1962
2017,3,14,1960
2013,1,16,1959
2019,4,16,1959
2013,11,7,1956
2020,2,18,1956
2018,3,11,1953
2019,10,12,1952
2019,4,4,1950
2019,10,18,1950
2014,3,13,1948
2013,10,19,1947
2020,5,3,1946
2016,5,9,1945
2013,8,4,1943
2016,10,23,1943
2022,9,27,1943
2019,2,9,1942
2019,12,23,1942
2016,10,12,1936
2020,12,4,1936
2016,3,11,1934
2019,9,11,1933
2014,5,28,1930
2016,1,13,1930
2019,2,7,1930
2020,4,1,1929
2020,10,10,1926
2012,2,9,1924
2020,11,15,1923
2021,10,7,1923
2016,1,7,1921
2013,4,14,1920
2020,1,3,1918
2017,8,2,1907
2017,5,16,1906
2014,12,8,1905
2020,9,3,1905
2015,1,14,1903
2016,8,1,1902
2015,7,26,1900
2017,1,22,1898
2021,9,9,1898
2014,10,1,1895
2014,12,10,1891
2017,10,17,1891
2012,6,5,1889
2019,3,12,1888
2021,2,23,1888
2014,11,2,1887
2018,1,11,1885
2016,9,13,1883
2012,7,3,1878
2021,9,25,1877
2019,3,2,1874
2021,9,1,1874
2018,5,24,1873
2016,6,1,1871
2021,5,3,1868
2015,2,23,1865
2021,11,3,1865
2021,6,19,1861
2017,12,8,1859
2020,3,9,1858
2016,5,11,1857
2019,4,24,1857
2016,2,22,1854
2017,6,5,1853
2020,2,17,1852
2012,1,7,1851
2021,11,26,1847
2015,2,26,1846
2018,11,30,1845
2015,1,6,1842
2015,2,14,1837
2015,12,20,1837
2020,2,23,1835
2012,1,19,1830
2012,1,31,1827
2020,10,20,1827
2012,1,26,1826
2018,4,17,1823
2015,5,2,1822
2020,10,5,1821
2012,9,2,1820
2019,2,20,1819
2019,12,9,1817
2021,4,1,1815
2017,11,4,1814
2018,4,24,1813
2022,1,31,1811
2012,11,6,1809
2018,9,30,1806
2012,3,12,1805
2017,9,24,1801
2016,3,6,1799
2012,5,9,1797
2014,9,27,1796
2017,3,8,1795
2018,12,13,1795
2022,4,12,1794
2013,4,17,1792
2012,1,22,1791
2021,8,30,1789
2018,2,22,1787
2020,3,15,1783
2013,2,6,1781
2022,1,4,1781
2014,8,26,1780
2016,11,3,1780
2020,2,4,1780
2014,3,31,1779
2015,6,13,1779
2022,10,4,1779
2022,5,1,1776
2013,8,17,1774
2018,9,18,1772
2013,5,28,1771
2012,11,1,1766
2017,11,23,1766
2019,11,12,1764
2015,2,12,1761
2019,11,30,1754
2021,1,29,1752
2015,2,1,1751
2020,10,28,1751
2021,2,11,1747
2022,4,22,1743
2021,12,8,1741
2020,2,22,1740
2012,4,7,1736
2014,4,25,1736
2016,5,10,1735
2016,2,12,1734
2019,4,8,1733
2020,6,18,1733
2022,2,5,1732
2020,6,3,1731
2012,8,17,1726
2018,3,5,1725
2019,2,28,1722
2017,10,4,1721
2015,10,11,1719
2022,6,18,1716
2022,9,4,1716
2014,3,18,1714
2021,4,7,1713
2018,10,2,1711
2013,3,26,1708
2015,10,3,1707
2018,4,7,1705
2015,8,19,1702
2021,12,28,1701
2014,12,5,1700
2017,9,10,1700
2014,4,5,1694
2015,1,17,1692
2016,12,11,1692
2017,3,10,1691
2020,9,28,1691
